Model,MDO3014
Firmware Version,1.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.001
Horizontal Delay,-0.00064
Sample Interval,1e-07
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.01
Vertical Position,0
,
,
,
Label,
TIME,"MATH<CH2-CH1>"
-5.600400e-03,-0.00330938
-5.600300e-03,-0.00321563
-5.600200e-03,-0.00315938
-5.600100e-03,-0.00308906
-5.600000e-03,-0.0031375
-5.599900e-03,-0.00322188
-5.599800e-03,-0.00315938
-5.599700e-03,-0.00319375
-5.599600e-03,-0.00312813
-5.599500e-03,-0.00315
-5.599400e-03,-0.00317812
-5.599300e-03,-0.0032375
-5.599200e-03,-0.00305313
-5.599100e-03,-0.00315313
-5.599000e-03,-0.003125
-5.598900e-03,-0.00311875
-5.598800e-03,-0.003175
-5.598700e-03,-0.00317812
-5.598600e-03,-0.00316094
-5.598500e-03,-0.0030875
-5.598400e-03,-0.00313125
-5.598300e-03,-0.00314375
-5.598200e-03,-0.0031875
-5.598100e-03,-0.00318125
-5.598000e-03,-0.00309688
-5.597900e-03,-0.00310625
-5.597800e-03,-0.00317188
-5.597700e-03,-0.00321875
-5.597600e-03,-0.003275
-5.597500e-03,-0.0032
-5.597400e-03,-0.00322656
-5.597300e-03,-0.00318906
-5.597200e-03,-0.00318594
-5.597100e-03,-0.00320625
-5.597000e-03,-0.0032
-5.596900e-03,-0.00308594
-5.596800e-03,-0.00310625
-5.596700e-03,-0.00315625
-5.596600e-03,-0.00330625
-5.596500e-03,-0.00330313
-5.596400e-03,-0.0032375
-5.596300e-03,-0.00319063
-5.596200e-03,-0.00324531
-5.596100e-03,-0.00314688
-5.596000e-03,-0.00315
-5.595900e-03,-0.00325312
-5.595800e-03,-0.0032375
-5.595700e-03,-0.003125
-5.595600e-03,-0.00322188
-5.595500e-03,-0.00322813
-5.595400e-03,-0.00323125
-5.595300e-03,-0.00318438
-5.595200e-03,-0.00315938
-5.595100e-03,-0.00313125
-5.595000e-03,-0.00324063
-5.594900e-03,-0.00320625
-5.594800e-03,-0.00315
-5.594700e-03,-0.00318125
-5.594600e-03,-0.00325938
-5.594500e-03,-0.00311406
-5.594400e-03,-0.00316094
-5.594300e-03,-0.00323438
-5.594200e-03,-0.00311875
-5.594100e-03,-0.00317188
-5.594000e-03,-0.00321875
-5.593900e-03,-0.00324063
-5.593800e-03,-0.00323438
-5.593700e-03,-0.003175
-5.593600e-03,-0.00316875
-5.593500e-03,-0.00314688
-5.593400e-03,-0.00323125
-5.593300e-03,-0.00322813
-5.593200e-03,-0.00325625
-5.593100e-03,-0.00319063
-5.593000e-03,-0.00318906
-5.592900e-03,-0.0032875
-5.592800e-03,-0.0032375
-5.592700e-03,-0.00326875
-5.592600e-03,-0.0032375
-5.592500e-03,-0.00314063
-5.592400e-03,-0.00320313
-5.592300e-03,-0.00319844
-5.592200e-03,-0.00319375
-5.592100e-03,-0.00318125
-5.592000e-03,-0.00315313
-5.591900e-03,-0.00306563
-5.591800e-03,-0.00326875
-5.591700e-03,-0.00322188
-5.591600e-03,-0.00317812
-5.591500e-03,-0.0032375
-5.591400e-03,-0.00311563
-5.591300e-03,-0.0032125
-5.591200e-03,-0.00308594
-5.591100e-03,-0.00321563
-5.591000e-03,-0.003225
-5.590900e-03,-0.00327188
-5.590800e-03,-0.00305
-5.590700e-03,-0.00307813
-5.590600e-03,-0.00320937
-5.590500e-03,-0.00317969
-5.590400e-03,-0.00328437
-5.590300e-03,-0.00324063
-5.590200e-03,-0.00317188
-5.590100e-03,-0.00319688
-5.590000e-03,-0.00312031
-5.589900e-03,-0.00321563
-5.589800e-03,-0.00316563
-5.589700e-03,-0.00318906
-5.589600e-03,-0.00314688
-5.589500e-03,-0.00316875
-5.589400e-03,-0.0032375
-5.589300e-03,-0.00314219
-5.589200e-03,-0.00322188
-5.589100e-03,-0.00318906
-5.589000e-03,-0.0031875
-5.588900e-03,-0.0032
-5.588800e-03,-0.00316094
-5.588700e-03,-0.0031
-5.588600e-03,-0.003175
-5.588500e-03,-0.00318438
-5.588400e-03,-0.00313438
-5.588300e-03,-0.00313281
-5.588200e-03,-0.00329375
-5.588100e-03,-0.00318906
-5.588000e-03,-0.00318438
-5.587900e-03,-0.00323125
-5.587800e-03,-0.00320625
-5.587700e-03,-0.00317031
-5.587600e-03,-0.00319688
-5.587500e-03,-0.00320313
-5.587400e-03,-0.00322344
-5.587300e-03,-0.0032375
-5.587200e-03,-0.00321563
-5.587100e-03,-0.00324375
-5.587000e-03,-0.00322188
-5.586900e-03,-0.0032625
-5.586800e-03,-0.00330156
-5.586700e-03,-0.00321563
-5.586600e-03,-0.00322188
-5.586500e-03,-0.0033125
-5.586400e-03,-0.00319375
-5.586300e-03,-0.00320625
-5.586200e-03,-0.00325625
-5.586100e-03,-0.00319375
-5.586000e-03,-0.00318906
-5.585900e-03,-0.00318125
-5.585800e-03,-0.00315938
-5.585700e-03,-0.00327656
-5.585600e-03,-0.00319688
-5.585500e-03,-0.00329063
-5.585400e-03,-0.00324375
-5.585300e-03,-0.00319688
-5.585200e-03,-0.00317188
-5.585100e-03,-0.0031875
-5.585000e-03,-0.00317656
-5.584900e-03,-0.00326563
-5.584800e-03,-0.00314375
-5.584700e-03,-0.0031875
-5.584600e-03,-0.003175
-5.584500e-03,-0.00315313
-5.584400e-03,-0.00324063
-5.584300e-03,-0.00322813
-5.584200e-03,-0.00318906
-5.584100e-03,-0.0032
-5.584000e-03,-0.00318125
-5.583900e-03,-0.00321563
-5.583800e-03,-0.00318906
-5.583700e-03,-0.00323438
-5.583600e-03,-0.00315313
-5.583500e-03,-0.00327188
-5.583400e-03,-0.003225
-5.583300e-03,-0.0031875
-5.583200e-03,-0.00327813
-5.583100e-03,-0.00320937
-5.583000e-03,-0.00324375
